source_sentence	target_sentence
The item wanted to grow more, but it was clamped to its maximum size.	Geɗel ngel ina yiɗnoo ɓeydaade yaajtude, kono angel ɓittaa e kaaɗtudi mawneeki maggel.
The item wanted to grow, but it was clamped.	Geɗel ngel ina yiɗnoo yaajtude, kono angel ɓittaa.
The item wanted to shrink, but it was clamped.	Geɗel ngel ina yiɗnoo famɗitde, kono angel ɓittaa.
The item’s content size when unconstrained.	Ɓetal loowdi geɗel ngel waawnaaka.
The key does not support the requested operation.	Coktirgal ngal jaɓataa gollal ɗaɓɓangal ngal.
The key for this site’s certificate has been revoked.	Coktirgal sartifikaa ndee lowre ko diiwtangal.
The key revocation list for this certificate is not yet valid.	Doggol ɓoordugol coktirɗe wonande kaa sartifikaa gollataa tawo.
The label for an object in memory	Jelgol ngam geɗel nder teskorde
The latest version of { -brand-shorter-name } is not supported on your system.	Yamre sakkitiinde { -brand-shorter-name } ndee tammbaaka e yuɓɓo maa.
The layout engine that drives Firefox.	Motoor lelngoojo dognoowo Firefox.
The line number entered is invalid.	Limoore gorol naatnaaɗe ndee moƴƴaani.
The link to your shot has been copied to the clipboard. Press { screenshots-meta-key }-V to paste.	Jokkol ngol ƴettu-ɗaa ngol konattanoongol e moggirgel. Ñoƴƴu e { screenshots-meta-key }-V ngam ɗakkude.
The link to your shot has been copied to the clipboard. Press {meta_key}-V to paste.	Jokkol ngol ƴettu-ɗaa ngol konattanoongol e moggirgel. Ñoƴƴu e {meta_key}-V ngam ɗakkude.
The link you clicked to reset your password is expired.	Jokkol ndobi-ɗaa ngam firlitde finnde maa ngol hiiɗtii.
The link you clicked to verify your email is expired.	Jokkol ndobi-ɗaa ngam ƴeewtaade finnde maa ngol hiiɗtii.
The link you clicked was missing characters, and may have been broken by your email client. Copy the address carefully, and try again.	Jokkol ndobi-ɗaa ngol ena ŋakki alkule, tee ena waawi tawa ngol bonnaama e tarorde iimeeliiji maa. Nattoro ñiiɓirde ndee hakkille, eto-ɗaa kadi.
The location for the certificate status server has invalid format.	Nokku carwo ngonka sartifikaa kaa ina jogii mbaadi ñawndi.
The login information you enter on this page is not secure and could be compromised.	Humpito ceŋagol naatnu-ɗaa e ngoo hello hisaani tee ena waawi jaayeede.
The maximum allowed number of counters in this page was exceeded.	Ko yamiranoo e keewal limooje e ngoo hello yawtaama.
The maximum allowed number of timers in this page was exceeded.	Ko yamiranoo e keewal limtorɗe e ngoo hello yawtaama.
The message was deleted!	Ɓatakuure ɗee momtaama!
The module name cannot be empty.	Innde yamre wonataa mehre.
The moment you submit translation, it replaces the original text in the web page, making you the first proofreader and tester.	So a neldii firo ngoo tan, ngo lomtoto binndi gadani hello ɗii, nii woni ɗum wonii sahto e hoolkiso adanngo.
The most powerful private browsing mode with added tracking protection.	Banngogol suturo ɓurngol heewde doole kam e ndeenka dewindol ɓeydaaɗo.
The multi-language version of the Common Voice dataset is currently undergoing community supported bundling and cleaning. If you would like to help us bring Common Voice to new languages, go check out the <sentenceCollectorLink>Sentence Collection Tool</sentenceCollectorLink> for adding new sentences to the dataset, and Mozilla <pontoonLink>Pontoon</pontoonLink> for translating the website itself. New languages are added to Common Voice for voice contribution when 5000 approved sentences have been collected.	Yamre limtiɗemɗiire leemre keɓe Common Voice woni oo sahaa ko e mahngo e suɓto. So aɗa yiɗi wallude min naatnude Common Voice e ɗemɗe kese, yah ƴeewoy kuutorgal <sentenceCollectorLink>Roɓindorde Konnguɗi</sentenceCollectorLink> ngam ɓeydude konnguɗi kesi e leemre keɓe ndee, e <pontoonLink>Pontoon</pontoonLink> mo Mozilla ngam firde lowre ndee e jaati. Ɗemɗe kese ɓeydete e Common Voice ngam wallitde so konnguɗi 5000 jaɓaaɗi keɓaama.
The name of the file (should have a ‘.png’ extension) to which we write the screenshot.	Innde fiilde ndee (ena foti jogaade timmitol ‘.png’) to nokitol naynirde ngol winndetee.
The name of this group	Innde ndee fedde
The network connection terminated abruptly.	Ceŋol laylaytol ngol taƴii kisa.
The new <span>Firefox</span>	<span>Firefox</span> keso pul
The new <strong>Firefox</strong>	<strong>Firefox</strong> Keso pul
The new <strong>Firefox</strong>	<strong>Firefox</strong> keso pul
The new <strong>{ -brand-name-firefox }</strong>	<strong>{ -brand-name-firefox }</strong> keso pul
The new Firefox	Firefox keso pul
The new Firefox. Fast for good.	Firefox keso oo. Jaawɗo haa cay.
The new, fast browser for Mac, PC and Linux	Keso: wanngorde yaawnde ngam Mac, PC e Linux
The next protocol negotiation extension was enabled, but the callback was cleared prior to being needed.	Jokkel portokol jokkondiral garonwel ngel ko kurminangel kono noddital ngal momtaama hoto sokleede.
The next time you start the Firefox Marketplace app, you’ll see the updated version!	Tuma goɗɗo nde kurmin-ɗaa Firefox Marketplace, maa yiy yamre hesɗitinaande ndee!
The non-standard mozGetAsFile method is deprecated and will soon be removed.  Use the standard toBlob method instead.	Feere non-standard mozGetAsFile woppaama etee koko ittetee ko neeɓaani.   Huutoro feere tuugorde toBlob.
The number of bytes taken up by this group, excluding subgroups	Keeweendi bite ndee fedde ƴetti, yaltinaa heen pelle les
The number of bytes taken up by this group, including subgroups	Keeweendi bite ndee fedde ƴetti, waɗtee heen pelle les
The number of reachable objects in this group, excluding subgroups	Geɗe keɓotooɗe ɗee nder ndee fedde, yaltinaa heen pelle les
The number of reachable objects in this group, including subgroups	Geɗe keɓotooɗe ɗee nder ndee fedde, waɗtee heen pelle les
The number of recordings and which languages you contribute to will be public.	Nanngitte ɗee no poti e ɗemɗe ɗe mballittaa maa ngon e peñcu.
The number of users who have about N total shots	Limoore huutorɓe waɗ-ɓe ko ina fota e N kuuɓal natte
The only developer tool for inspecting the Web Audio API.	Kuutorgal topotooɓe gootal tan ngam ƴeewtaade API Ojoo Heese ɗee.
The operation failed because the PKCS#11 token is not logged in.	Gollal ngal gallii sibu seede PKCS#11 oo seŋaaki.
The operation timed out when attempting to contact %S.	Gollal ngal hobii waktu tuma nde etaa jokkondiral e %S.
The original location of this listener cannot be detected. Maybe the code is transpiled by a utility such as Babel.	Nokku iwdi oo keɗotooɗo yiytotaako. Ena waawi wonde kuutorɗe bayɗe no Babel njoowtoya ɗum bannge goɗɗo.
The owner of %S has configured their website improperly. To protect your information from being stolen, Firefox has not connected to this website.	Jeyɗo %S oo koko teeltii lowre mum no feewraani. Ngam reende humpito maa hade wujjeede, Firefox seŋaaki e lowre ndee.
The owner of %S has configured their website improperly. To protect your information from being stolen, the connection to this website has not been established.	Jeyɗo %S oo koko teeltii lowre mum no feewraani. Ngam reende humpito maa hade wujjeede, ceŋagol e lowre ndee laataaki.
The owner of <span class='hostname'/> has configured their website improperly.  To protect your information from being stolen, &brandShortName; has not connected to this website.	Jeyɗo <span class='hostname'/> oo koko teeltii lowre mum no feewraani.  Ngam reende humpito maa hade wujjeede, &brandShortName; seŋaaki e lowre ndee.
The page at %1$s says:	Hello wonngo to %1$s wiyi:
The page at %S says:	Hello wonngo to %S wiyi:
The page isn’t redirecting properly	Ngoo hello wonaani e yiiltude no feewiri
The page was reloaded, because the character encoding declaration of the HTML document was not found when prescanning the first 1024 bytes of the file. The encoding declaration needs to be moved to be within the first 1024 bytes of the file.	Hello ngoo loowtaama sibu kodgol alkule dokimaa HTML kaa yiytaaka e fuɗɗoode limnugol 1024 jeetaɓɓe gadane fiilde ndee. Cifagol kodgol ngol ina foti dirtineede to nder 1024 jeetaɓɓe gadane fiilde ndee.
"The page you are looking for doesn’t exist.<br/>If you think this is a bug, you can <a href=""%(bug_report_url)s"">report an issue here</a>."	"Hello ngo njiiloto-ɗaa ngo woodaani. <br/>So aɗa sikkii ɗuum ko ella, aɗa waawi <a href=""%(bug_report_url)s"">jaŋto caɗeele ɗoo</a>"
The page you are trying to view cannot be shown because an error in the data transmission was detected.	Hello ngo etot-ɗaa naatnde ngoo waawaa hollireede sabu juumre waɗii e baanjitagol keɓe ɗee.
The page you are trying to view cannot be shown because an error in the network protocol was detected.	Hello ngo etoto-ɗaa ɗisde ngoo waawaa ɗiseede sibu juumre yiytaande nder jaɓɓitorde geese.
The page you are trying to view cannot be shown because it is contained in a file type that may not be safe to open. Please contact the website owners to inform them of this problem.	Hello ngo etoto-ɗaa yiyde ngoo waawaa hollireede sabu ngo woni ko e fiilde nde hoolnaaki udditde. Tiiɗno jokkondir e jeyɓe lowre ndee ngam humpitde-ɓe caɗeele ɗee.
The page you are trying to view cannot be shown because it uses an invalid or unsupported form of compression.	Hello ngo etoto-ɗaa yiyde ngoo waawaa holleede sabu ngo huutortoo ko tiɗɗo ngo heftinaaka walla ngo moƴƴaani.
The page you are trying to view cannot be shown because the authenticity of the received data could not be verified.	Hello ngo etoto-ɗaa naatnde ngoo waawaa hollireede sabu goongɗingol keɓe keɓaaɗe ɗee waawaa ƴeewteede.
The page you are viewing was encrypted before being transmitted over the Internet.	Hello ngo ngon-ɗaa ngoo ko gannaango hade mayre neldeede e Enternet.
The page you are viewing was not encrypted before being transmitted over the Internet.	Hello ngo ngon-ɗaa ngoo ko gannaango hade mayre neldeede e Enternet.
The page you requested is not found. We've been notified and will fix any links that may be broken.	Hello ngo ɗaɓɓit-ɗaa ngoo yiytaaka. Min tintinaama tee ma min peewnu kala jokkol baawngol taƴde.
The page’s settings blocked the loading of a resource at %2$S (“%1$S”).	"Teelte ngoo hello paliima loowgol fiilannde to %2$S (""%1$S"")."
The page’s settings blocked the loading of a resource: %1$S	Teelte ngoo hello paliima loowgol fiilannde: %1$S
The page’s settings observed the loading of a resource at %2$S (“%1$S”). A CSP report is being sent.	"Teelte hello ngoo ndaaraango loowgol jogaaɗe to %2$S (""%1$S""). Jaŋtol CSP woni ko e neldeede."
The partial Update could not be applied.                                             &brandShortName; will try again by downloading a complete Update.	Kesɗitinal peccoral ngal horiima jammineede. &brandShortName; maa eto kadi aawtaade kesɗitinal kuuɓngal.
The password entered was incorrect.	Finnde naatnaande ndee moƴƴaani.
The password expired.	Finnde ndee buntii.
The password is locked.	Finnde ndee ko sokaande.
The password reset link was invalid, possibly because it has already been used. Please request a new password reset.	Jokkorde baklital finnde ndee moƴƴaani, maa taw nde huutoraama kisa. Tiiɗno ɗaɓɓu finnde woɗnde.
The payment method or price point is not supported for this region or operator.	Joɓirgol ngol walla codgu nguu jaaɓetaake e oo diiwaan walla oo carwinoowo.
The peer tried to resume with an unexpected extended_master_secret extension.	Peer etiima ɓamtude wondude e jokkel moƴƴel extended_master_secret.
The peer tried to resume without a correct extended_master_secret extension.	Peer etiima ɓamtude ko aldaa e jokkel moƴƴel extended_master_secret.
The peer used an unsupported combination of signature and hash algorithm.	Peer oo huutorii ko nawdugol ngol tambmbaaka siifannde e algoritma hashgol.
The person using it will not be able to see any of your personal browsing data (like saved logins, history or bookmarks).\n\nWhen your guest is done, their browsing data will be deleted and your session will be restored.	Neɗɗo kuutortooɗo ɗum oo waawataa yiyde hay baɗte e keɓe maa keeriiɗe (wano ceŋorɗe danndaaɗi, aslol walla maantore).\n\n So koɗo haljitii, keɓe banngagol mum maa momte kisa naatannde maa artiree.
The person you were calling has ended the conversation.	Mo noddataa oo dartinii yeewtere ndee.
The preference “dom.ipc.multiOptOut” can be modified to force a single content process for the current version.	Cuɓal “dom.ipc.multiOptOut” ine waawi wayleede ngam forsude silsil loowdi mbajjiri wonande yamre jooni ndee.
The print job was aborted, or canceled.	Gollal winnditagol ngal dartinaama walla haaytinaama.
The privacy benefits of Tracking Protection are now just one part of content blocking. When you see the shield, content blocking is on.	Ɓure Tracking Protection wonande sutura hankadi ko huunde e paddagol loowdi tan. So a yiyii warwarde ndee, firti ko paddagol loowdi ko ko hurminaa.
The privacy you deserve. The speed you need.	Suturo ngo kaan'du-ɗaa. Jaawgol cokluɗaa.
The private key for this certificate cannot be found in key database	Coktirgal keeringal wonande oo sartifikaa yiytotaako e faawru keɓecoktirɗe ɗee
The process by which a contributor’s profile information is obscured from their donated voice clips when packaged for download as a part of the dataset.	Ko niɓɓiɗingol humpito heftinirde kuutoro waasa jeyeede e lefon sawto ndokkakon so ɗe kaɓɓaama ngam aawtodeede e leemre keɓe ndee.
The profile name “%S” is not allowed.	"Innde heftinirde ""%S"" yamiraaka."
The profile name “%S” is not allowed.	Innde heftinirde “%S” yamiraaka.
The profile name “{ $name }” is not allowed.	Innde heftinirde “{ $name }” yamiraaka.
The project folder doesn’t exist	Ndee eɓɓaande doosiyee woodaani
The project folder ends up being a file	Ndee eɓɓaande doosiyee dartiima wonde sakkere
The proxy %2$S is requesting a username and password. The site says: “%1$S”	Proxy %2$S oo ena naamnii innde kuutoro e finnde. Lowre ndee wiyi: “%1$S”
The proxy server is refusing connections	Sarworde proxy ndee saliima ceŋanɗe
The proxy server you have configured could not be found. Please check your proxy settings and try again.	Sarworde proxy nde teelti-ɗaa ndee horiima yiyteede. Tiiɗno ƴeewto teelte proxy maa tee puɗɗito-ɗaa.
The question:	Naamnal ngal:
The question: '{title}' was marked as solved by its asker, {asker}.	Naamnal ngal: '{title}' maantanooma hono ko naamniiɗo oo ñawndi ɗum, {asker}.
The questions forum isn't available for {product} in {old_lang}, we have redirected you to the {new_lang} questions forum.	Jakkaa naamne oo heɓotaako ngam {product} nder {old_lang}, min paatiriima e jakaa naamne {new_lang} oo.
The questions forum isn't available in {old_lang}, we have redirected you to the {new_lang} questions forum.	Jakkaa naamne oo heɓotaako e nder {old_lang}, min paatiriima e jakaa naamne {new_lang} oo.
The recording was too long.	Nanngitogol ngol ina juuti no feewi.
The recording was too quiet.	Nanngitogol ngol deeƴii no feewi.
The recording was too short.	Nanngitogol ngol ina raɓɓiɗi no feewi.
The refund request must be made within 10 business days of purchase.	Naamnal nduttudi ngal foti waɗeede ko e nder balɗe 10 golleteeɗe caggal coggu nguu.
The report URI (%1$S) should be an HTTP or HTTPS URI.	URI (%1$S) jaŋtol ngol fotnoo wonde ko URI HTTP walla HTTPS.
"The report for <span data-l10n-name=""addon-name"">{ $addon-name }</span> wasn’t sent because another report was submitted recently."	"Jaŋtol <span data-l10n-name=""addon-name"">{ $addon-name }</span> ngol neldanooka sabu jaŋtol goɗngol naatnanooma ko ɓooyaani."
The report for { $addon-name } wasn’t sent because another report was submitted recently.	Jaŋtol { $addon-name } ngol neldanooka sabu jaŋtol goɗngol naatnanooma ko ɓooyaani.
The request timed out whilst attempting to create your PIN.	Ɗaɓɓitannde honaama waktu tuma etagol sosde kod PIN maa.
The request timed out whilst attempting to reset your PIN.	Ɗaɓɓitannde honaama waktu tuma etagol firlitde kod PIN maa.
The request timed out whilst trying to check your PIN	Ɗaɓɓitannde honaama waktu tuma etagol ƴeewtaade kod PIN maa
The request was blocked for security reasons	Ɗaɓɓitannde ndee daaƴaama ngam kisal maa
The requested certificate could not be found.	Sartifikaa ɗaɓɓaaɗo oo yiytaaka.
The requested document is not available in { -brand-short-name }’s cache.	Fiilannde ɗaɓɓitaande ndee woodaani e kaasol { -brand-short-name }.
The requested image could not be found.	Natal ɗaɓɓitangal ngal horiima yiyteede.
The resource at “%1$S” was blocked because tracking protection is enabled.	"Ɓulnorde ndee to ""%1$S"" koko daaƴanoo sabu falorde rewindo koko hurminaa."
The resource at “%1$S” was blocked by Safe Browsing.	Keɓe to “%1$S” paddaama ngam hisnude banngagol.
The resource from “%1$S” was blocked due to MIME type mismatch (X-Content-Type-Options: nosniff).	Keɓal ummoriingal e “%1$S” faddaama sabu waasde yahdude e mbaadi MIME (X-Content-Type-Options: nosniff).
The response from the OCSP server was corrupted or improperly formed.	Jaabagol carwo OCSP ko pirngol walla feewaani.
The safety of your data on %S could not be guaranteed because it uses SSLv3, a broken security protocol.	Kisal keɓe maa to %S baawaa defeede sabu nde huutortoo ko SSLv3, jaɓɓitorde kisal musɓungal.
The scope URL is invalid.	URL wiifngo oo moƴƴaani.
The scope URL must be same origin as document.	URL wiifngo oo foti ko renndude e fiilannde iwdi.
The script element has a malformed hash in its integrity attribute: “%1$S”. The correct format is “<hash algorithm>-<hash value>”.	Geɗel dokkoral ngal yahdaani e joopol timmal “%1$S” ngol. Formaa moƴƴo oo ko “<hash algorithm>-<hash value>”.
The search bar lets you search alternate engines directly. Choose which ones to display.	Palal njiilaw ngal wallete yiylaade dunnge goɗɗe e saasi. Suɓo nde njiɗ-ɗaa hollirde.
The security card or token does not exist, needs to be initialized, or has been removed.	Kartal walla seede kisal woodaani, ina foti hurmineede walla momteede.
The security certificate in use on this website will no longer be trusted in a future release. For more information, visit https://wiki.mozilla.org/CA/Upcoming_Distrust_Actions	Seedamfaagu kisal kuutorteeɗo e ndee lowre geese nattat hooleede e bayyinol garowol. Ngam ɓeydude humpito, yillo https://wiki.mozilla.org/CA/Upcoming_Distrust_Actions
The security password entered is incorrect.	Finnde kisal naatnaande ndee sellaani.
The selected &frame	&Kaareeje labaaɗe ɗee
The selected file is too large	Fiilde suɓaande ndee ina mawni no feewi
The selected frame	Kaareeje labaaɗe ɗee
The selected grid’s outline cannot effectively fit inside the layout panel for it to be usable.	Ŋorol tigilde suɓaande ndee waawa heƴde no haanirta nii e nder lelngo alluwel ngam ɗum waawa huutoreede.
The selected printer could not be found.	Winnditorde labaade ndee ngal horiima yiyteede.
The sentence has a grammatical or spelling error.	Konngol ngol ena waɗi juumre celluka walla mbinndiin.
The sentence has disrespectful or offensive language.	Konngol ngol ena waɗi haala coofka walla nehtorka.
The server at %S is taking too long to respond.	Sarworde to %S ena leeli haa ɓurti.
The server certificate included a public key that was too weak.	Sartifikaa carwo oo ina waɗnoo coktirgal peeñcu leefngal no feewi.
The server has encountered bad data from the client.	Carwo oo fottii e keɓe ñawɗe ummoraade e jowitiiɗo oo.
The server might not be sending the appropriate intermediate certificates.	Sarworde ndee ena gasa waasa neldude seedamfeeeje hakunderɗe coklaaɗe ɗee.
The server presented a certificate that contains an invalid encoding of an integer. Common causes include negative serial numbers, negative RSA moduli, and encodings that are longer than necessary.	Carwo oo hollitii sartifikaa baɗɗo kodgol limre timmunde ngol moƴƴaani. Sababuuji gaadoraaɗi ina mbaɗa tonngooɗe callalal uste, gulle RSA uste kam e kode ɓurɗe ko soklaa koo juutde.
The server presented a certificate that is not yet valid.	Carwo oo hollitii sartifikaa mo jaɓaaka tawo.
The server presented a certificate that is valid for too long.	Carwo oo hollitii sartifikaa jaɓaaɗo ko ɓooyi no feewi.
The server presented a certificate with a key size that is too small to establish a secure connection.	Carwo oo hollitii sartifikaa ka coktiragal pamaral no feewi ngam seŋol kisnangol.
The server presented a certificate with an empty issuer distinguished name.	Carwo oo hollitii sartifikaa baɗɗo innde seerndirde jaltinoowo mehre.
The server rejected the handshake because the client downgraded to a lower TLS version than the server supports.	Carwo oo riiwtii jokkondiral ngal sibu kiliyaan oon ruttiima e yamre jaasnde TLS nde carwo oo tammbii.
The server supports no protocols that the client advertises in the ALPN extension.	Carwo oo tammbaaki portokol gooto mo kiliyaan oo saaktata nder jokkel ALPN.
The server uses a certificate with a basic constraints extension identifying it as a certificate authority. For a properly-issued certificate, this should not be the case.	Carwo oo huutorii sartifikaa baɗɗo jokkel baawne leslese kollirooje omo jogii mbaawka yaltinde sartifikaaji. Wonaa noon fotnoo wonde wonande sartifikaa jaltirɗo laawol.
The server uses key pinning (HPKP) but no trusted certificate chain could be constructed that matches the pinset. Key pinning violations cannot be overridden.	Carwo oo huutorii ko ɗisgol coktirɗe (HPKP) kono alaa callalal sartifikaaji koolningal waawi maheede ngam tolnondirde e pins ɗee. Luutndagol cokgol coktirɗe ɗee lomtintaako.
The signature algorithm in the signature field of the certificate does not match the algorithm in its signatureAlgorithm field.	Algoritma ciifgol nder gallol ciifgol sartifikaa oo tolnondiraani e algoritma oo nder gallol mum signatureAlgorithm.
The signer of the OCSP response is not authorized to give status for this certificate.	Ciifɗo jaabawol OCSP ngol yamiraaka rokkude ngonka wonande kaa sartifikaa.
The signer’s certificate could not be found.	Sartifikaa ciifgol yiytaaka.
The site ahead may contain harmful programs	Lowre aroore ndee ina waawi waɗde topirɗe bonɗe
The site ahead may contain malware	Lowre aroore ndee ina waawi waɗde mbonnanteeri
The site at %S has been reported as a potentially harmful site and has been blocked based on your security preferences.	Ndee lowre to %S jaŋtaama wonde ko lowre waawnde bonnude etee koko daaƴaa e cuɓoraaɗe kisal maa.
The site at %S has been reported as an attack site and has been blocked based on your security preferences.	Ndee lowre to %S jaŋtaama wonde ko lowre njangu etee ko ko daaƴaa e cuɓoraaɗe kisal maa.
The site at %S has been reported as an attack site and has been blocked based on your security preferences.	Ndee lowre to %S jaŋtaama wonde ko lowre njangu etee koko daaƴaa e cuɓoraaɗe kisal maa.
The site at %S has been reported as serving unwanted software and has been blocked based on your security preferences.	Ndee lowre to %S jaŋtaama wonde sarwat topirɗe gañaaɗe etee koko daaƴaa e cuɓoraaɗe kisal maa.
The site at %S has experienced a network protocol violation that cannot be repaired.	Lowre wonnde to %S ndee heɓii goofol jaɓɓitore laylaytol ngol waawaa feewniteede.
The site could be temporarily unavailable or too busy. Try again in a few moments.	Ndee lowre ena waawi tawo heɓotaako walla ko nde haljunde. Eto kadi ɗoo e ɓooyde.
The site will be back up as soon as possible. For the latest information, please join the <matrixLink>Matrix community chat</matrixLink> or visit <githubLink>GitHub</githubLink> or <discourseLink>our Discourse forums</discourseLink> to submit and monitor site experience issues.	Lowre ndee maa danndito ɗo yaajtii. Ngam heɓde humpito sakkitiingo, tiiɗno yantu e <matrixLink>jeewte renndo Matrix</matrixLink> walla njillo-ɗaa <githubLink>GitHub</githubLink> walla <discourseLink>forum amen Discourse</discourseLink> ngam naatnude e rewindaade caɗe dawtol lowre.
The sites you visit most	Lowe ɗe ɓurɗaa waawde yillaade
The size of the object itself	Mawneeki geɗel ngel e hoore mum
The slug is too short (%(show_value)s characters). It must be at least %(limit_value)s characters.	Aliyaas oo ena raɓɓiɗi (alkule %(show_value)s). Ena foti waɗde alkule %(limit_value)s so famɗii.
The slug provided is not valid.	Aliyaas naatnu-ɗaa oo moƴƴaani.
The solution was undone successfully.	Ñawnditol ngol firtaama no haanirta.
The specified line was not found.	Gorol joopangol ngol uiytaaka.
The specified page has no manifest.	Hello joopaango laaɓtaani
The speed you need. The privacy you trust.	Jaawgol njiɗɗaa ngol. Suturo kooliɗaa oo.
The standard Firefox browser — fast and private. If you’re not sure which Firefox to choose, choose this.	Wanngorde Firefox aadannde ndee — yaawnde e suriinde.So a yananaaka hol Firefox cuɓoto-ɗaa, suɓo mo.
The standard { -brand-name-firefox } browser — fast and private. If you’re not sure which { -brand-name-firefox } to choose, choose this.	Wanngorde { -brand-name-firefox } aadannde ndee — yaawnde e suriinde.So a yananaaka hol { -brand-name-firefox } cuɓoto-ɗaa, suɓo mo.
The start URL is invalid.	URL fuɗɗo oo moƴƴaani.
The start URL is outside the scope, so the scope is invalid.	URL fuɗɗo oo woni ko boowal wiifngo ngoo, kisa ngo moƴƴaani.
The start URL must be same origin as document.	URL fuɗɗo oo foti ko renndude e fiilannde iwdi.
The string following “&” was interpreted as a character reference. (“&” probably should have been escaped as “&amp;”.)	Callalal dewngal e “&” faamraa ko no tuugnorde alkulal. (“&” ina foynoo eskpeede no “&amp;” nii.)
The string you are trying to view is too long to be displayed by the Web Console.	Ɓoggol etotoɗaa yiyde ngol ina juuti haa burti ko Ginorde Geese ɗee ina hollira ɗum.
The stylesheet %1$S was loaded as CSS even though its MIME type, “%2$S”, is not “text/css”.	Kettirgol %1$S loowiraama no CSS, sifaa MIME fof, hono “%2$S” waasde wonde “text//css”.
The stylesheet %1$S was not loaded because its MIME type, “%2$S”, is not “text/css”.	Kettirgol %1$S loowaaka sabu sifaa MIME mum, hono “%2$S”, wonaa “text/css”.
The subject is too short (%(show_value)s characters). It must be at least %(limit_value)s characters.	Toɓɓere ndee ena raɓɓiɗi (alkule %(show_value)s). Ena foti waɗde alkule %(limit_value)s so famɗii.
The sum of the size of the object itself, and the sizes of all the other objects kept alive by it	Kuuɓal mawneeki geɗel ngel e hoore mum, kam e mawneeki geɗe keddiiɗe ɗee fof ɗum moofti ina nguuri
The summary is too short (%(show_value)s characters). It must be at least %(limit_value)s characters.	Ngol tonngol ena raɓɓiɗi (alkule %(show_value)s). Ena foti waɗde alkule %(limit_value)s so famɗii.
The supplied link has expired. You will receive a new one in the next newsletter.	Jokkol jonnangol ngol diwii happo. Maa heɓ kesol e ɓataake habrirde aroore.
The system timed out while trying to log in.	Yuɓɓo honaama waktu tuma etotoo seŋaade.
The system timed out while trying to log out.	Yuɓɓo honaama waktu tuma etotoo seŋtaade.
"The template ""%s"" does not exist or has no approved revision."	"Tiimtorɗe ""%s"" ndee woodaani walla alaa baylita jaɓangal."
The text you entered is not a number.	Binndol naatnu-ɗaa ngol wonaa limoore
The text you entered was not found.	Binndi naatnu-ɗaa ɗii njiytaaka.
The title is too short (%(show_value)s characters). It must be at least %(limit_value)s characters.	Tiitoonde ndee ena raɓɓiɗi (alkule %(show_value)s). Ena foti waɗde alkule %(limit_value)s so famɗii.
The transaction failed. You have not been charged for this purchase.	Coodtondiral nguu woorii. A yoɓaani hay huunde kisa e ngol duggol.
The update could not be installed. Please make sure there are no other copies of %S running on your computer, and then restart %S to try again.	Kesɗitinal ngal horiima aafeede. Tiiɗno ƴeewto so alaa yeruuji goɗɗi %S gonɗi e dogde e ordinateer maa, kisa hurmitin %S ngam fuɗɗitaade.
The update will be installed the next time &brandShortName; starts. You                                             can restart &brandShortName; now, or continue working and restart later.	Kesɗitinal ngal maa aafe tuma nde &brandShortName; hurmiti. Aɗa waawi hurmitinde &brandShortName; jooni, walla jokku gollaade, kurmitinaa goɗngol.
The update will be installed the next time &brandShortName; starts. You                                            can restart &brandShortName; now, or continue working and restart later.	Kesɗitinal ngal maa aafe tuma mo &brandShortName; hurmiti. Aɗa waawi hurmitinde &brandShortName; jooni, walla jokku gollaade, kurmitinaa goɗngol.
The user name you entered is inappropriate. Please pick another and consider that our helpers are other Firefox users just like you.	Innde kuutoro naatnu-ɗaa ndee moƴƴaani. Tiiɗno suɓo woɗnde tee kiiso-ɗaa wonde wallitooɓe amen ko huutorɓe Firefox wayɓe hono maa nih.
The user pressed cancel.	Kuutoro oo ñoƴƴii e niilnu.
The version of %s you are using is no longer supported. Crash reports are no longer being accepted for this version. Please consider upgrading to a supported version.	Yamre %s kuutorto-ɗaa ndee nattii wallitoreede. Jaŋte kooke nattii jaɓeede e ndee yamre. Waɗ feere kesɗitinaa ngam heɓde yamre wallitoraande.
The version of the add-on used during login, in the last 14 days	Yamre jokkel kuutorongel saanga ceŋogol, e balɗe 14 jawtuɗe ɗee.
"The video ""%s"" does not exist."	"Widewoo ""%s"" woodaani."
The video on this page can’t be played. Your system has an unsupported version of libavcodec	Widewooji ngonɗo e ngoo hello tarotaako. Yuɓɓo maa ena jogii yamre libavcodec nde taamitaaka
The video on this page can’t be played. Your system may not have the required video codecs for: %S	Widewooji ngonɗo e ngoo hello tarotaako. Yuɓɓo maa ena gasa alaa kodekke naamnaade ɗee tarppje: %S
The webapp manifest isn’t a valid JSON file: %1$S at: %2$S	Geese ooɗoo sellaani JSON nokkuure: %1$S haa: %2$S
The website %S does not support encryption for the page you are viewing.	Lowre geese %S ndee jaɓataa gannugol e hollo ngo ngon-ɗaa ngoo.
The website tried to negotiate an inadequate level of security.	Lowre ndee etiima lijjitde tolno kisal ngal fotaani.
The { -brand-name-facebook-container } Extension is not available on mobile devices.	Timmitte { -brand-name-facebook-container } heɓotaako e kaɓirɗe cinndel maa.
